# Time [s]  x [m] y [m] orientation [rad] forward velocity [m/s] angular velocity[rad/s]

1288973229	2.4961955	-4.4832351	2.97319633	0	0
1288973229	2.4968851	-4.4833943	2.97519633	0.165	-1.003
1288973229	2.4975747	-4.4835535	2.97719633	0	0
1288973229	2.4989849	-4.48376	2.98179633	0	0
1288973229	2.5003872	-4.4838385	2.98729633	0	0
1288973229	2.5017804	-4.4838884	2.99289633	0	0
1288973229	2.5031961	-4.4838872	2.99869633	0	0
1288973229	2.5046327	-4.4838604	3.00459633	0	0
1288973229	2.5060345	-4.4837877	3.01119633	0	0
1288973229	2.5073276	-4.483692	3.01859633	0	0
1288973229	2.5084805	-4.4836618	3.02589633	0	0
1288973229	2.5088453	-4.4819161	3.05339633	0	0
1288973229	2.5099617	-4.4819527	3.06109633	0	0
1288973229	2.5111361	-4.4820353	3.06859633	0	0
1288973229	2.5123296	-4.4821552	3.07589633	0	0
1288973229	2.51292535	-4.48223415	3.07919633	0.165	-1.003
1288973229	2.5135211	-4.4823131	3.08249633	0	0
1288973229	2.5147219	-4.4824991	3.08849633	0	0
1288973229	2.5154475	-4.4830448	3.09719633	0	0
1288973229	2.51677	-4.4832397	3.10219633	0	0
1288973229	2.5180687	-4.483402	3.10749633	0	0
1288973229	2.5193541	-4.4834941	3.11299633	0	0
1288973229	2.5206938	-4.4835034	3.11879633	0	0
1288973229	2.5221102	-4.4834358	3.12489633	0	0
1288973229	2.5235687	-4.4833817	3.13069633	0	0
1288973229	2.5250139	-4.4833385	3.13619633	0	0
1288973229	2.5263867	-4.4832766	-3.14128898	0	0
1288973229	2.5276838	-4.4831821	-3.13538898	0	0
1288973229	2.528325	-4.4831264	-3.13243898	0.165	-1.003
1288973229	2.5289662	-4.4830707	-3.12948898	0	0
1288973229	2.5302756	-4.4829379	-3.12338898	0	0
1288973229	2.5315911	-4.48277	-3.11708898	0	0
1288973229	2.532861	-4.4825364	-3.11038898	0	0
1288973229	2.5341207	-4.4822201	-3.10318898	0	0
1288973229	2.53541	-4.4818605	-3.09578898	0	0
1288973229	2.5367353	-4.481501	-3.08838898	0	0
1288973229	2.5380535	-4.4811682	-3.08098898	0	0
1288973229	2.539369	-4.4808543	-3.07358898	0	0
1288973229	2.5406817	-4.4806061	-3.06658898	0	0
1288973229	2.5419871	-4.4804381	-3.05998898	0	0
1288973229	2.5433319	-4.4803466	-3.05388898	0	0
1288973229	2.5440283	-4.4803262	-3.05108898	0.165	-1.003
1288973229	2.5447247	-4.4803058	-3.04828898	0	0
1288973229	2.5461072	-4.4802299	-3.04268898	0	0
1288973229	2.5474305	-4.4800977	-3.03678898	0	0
1288973229	2.5487033	-4.4799085	-3.03098898	0	0
