# linear_a	angular_a	linear_error	angular_error
0	0	4.33E-05	5.41E-05
0	0	3.58E-05	4.59E-05
0	0	9.70E-06	0
3.75	12	-0.001443991096	-0.005010000429
0	0.01190456512	-0.001442159848	-0.004994761397
0	0.03809543488	-0.00148355781	-0.004844999557
0	0	-0.001458652547	-0.004891428883
0	0	-0.001488186782	-0.00482357156
0	0	-0.001479029219	-0.004702143937
0	0	-0.001469151765	-0.004635682411
0	0	-0.001486539634	-0.004776521743
0	0	-0.001486539634	-0.004776521743
0	0	-0.001496031481	-0.004836630011
0	0	-0.001492590371	-0.004870000048
0	0	-0.001489675958	-0.004886499802
0	0	-0.001470351711	-0.004801002078
0	0	-0.001431042131	-0.004570000507
0	-0.03166653156	-0.001266961409	-0.002303766243
0	-0.01833346844	-0.001254017848	-0.002085714008
-0.01764702912	-0.03529405825	-0.001246959037	-0.002071596385
-0.01960779767	-0.03921559534	-0.0004354417928	0.00310597752
-0.0127451732	-0.02549034641	-0.0002294211487	0.004406663267
0	-0.121428406	-0.0004161660231	0.001370209764
0	-0.135888649	-0.0004161665528	0.001424556398
0	-0.02439016788	-0.0008513312389	-0.001006997925
0	-0.03442146203	-0.001121811031	-0.002481602478
0	-0.06451633942	-0.000635399392	0.0004293042983
0	-0.0426882931	-0.0006550089426	0.0001042750244
0	-0.02666668256	-0.0008997025924	-0.001455006333
0	-0.03170703511	-0.000815224447	-0.0007271998215
0	-0.04878061942	-0.0005850607143	0.0009609745494
0	-0.05551225963	-0.0005850607143	0.0009831794533
0	-0.06000005722	-0.0006167056638	0.0009710549903
0	-0.07218165764	-8.56E-05	0.003237323996
0	-0.1220618377	3.73E-05	0.003679885974
0	-0.07317092914	-0.00116358424	-0.003261299827
0	-0.03658560413	-0.0006059396117	-0.001935530594
0	0	-0.0001334706979	-0.0007352506573
0	-0.09523738377	-2.12E-05	0.0004505501983
0	-0.01358602244	-2.12E-05	0.0004559846072
0	-0.01960788934	-0.0004592006644	-0.0008508229868
0	-0.01960788934	-0.0009874996831	-0.002449810483
-0.02903208638	-0.06002498788	0.002503349821	0.008940330681
-0.02096791362	-0.09443464706	-0.0004520583606	-0.001189017686
0	-0.09750118017	-9.58E-05	-0.0009716149051
0	0	0.0009950350902	0.001201071407
0	-0.1032250661	0.000651666273	0.0008554732271
0	-0.09677493386	-0.0005615199788	-0.0006490951462
-0.08823449224	-3.044089982	-0.0005262261819	0.0005685408466
-0.117647336	-4.058833093	-0.0004768040082	0.003314220839
-0.09411817175	-3.247076925	-0.0004323901216	0.006296307861
0	0	-0.0004323901216	0.006296307861
0	0	-0.000820358812	0.003428894608
0	0	-0.0006276899755	0.003386664325
0	0	0.0008143948393	0.008133276452
0	0	-0.0002126177727	0.003573381471
0	0	0.00018550944	0.003166655722
