0.120	0	0	1.44859633
0.120	0	0	1.44859633
0.120	0	0	1.44844633
0.120	0	0	1.44834633
0.120	0	0	1.44869633
0.120	0	0	1.44829633
0.124	0	0	1.44869633
0.119	0	0	1.44839633
0.121	0	0	1.44859633
0.121	0	0	1.44844633
0.117	0	0	1.44869633
0.122	0	0	1.44849633
0.118	0	0	1.44864633
0.122	0	0	1.44859633
0.120	0	0	1.44874633
0.120	0	0	1.44849633
0.118	0	0	1.44879633
0.120	0	0	1.44849633
0.120	0	0	1.44864633
0.120	0	0	1.44854633
0.124	0	0	1.44894633
0.118	0	0	1.44849633
0.122	0	0	1.44864633
0.118	0	0	1.44844633
0.122	0	0	1.44899633
0.118	0	0	1.44849633
0.122	0	0	1.44854633
0.120	0	0	1.44859633
0.120	0	0	1.44869633
0.120	0	0	1.44859633
0.120	0	0	1.44884633
0.120	0	0	1.44854633
0.118	0	0	1.44879633
0.122	0	0	1.44859633
0.120	0	0	1.44849633
0.120	0	0	1.44874633
0.120	0	0	1.44874633
0.120	0	0	1.44884633
0.120	0	0	1.44824633
0.120	0	0	1.44874633
0.120	0	0	1.44874633
0.120	0	0	0.724548165
0.120	0	0	0
0.120	0	0	0
0.120	0	0	0.724498165
0.120	0	0	1.44874633
0.120	0	0	1.44884633
0.124	0	0	1.44859633
0.120	0	0	1.44854633
0.120	0	0	1.44874633
0.116	0	0	1.44864633
0.126	0	0	1.44889633
0.118	0	0	1.44839633
0.120	0	0	1.44884633
0.120	0	0	1.44884633
0.120	0	0	1.44869633
0.120	0	0	1.44864633
0.118	0	0	1.44864633
0.122	0	0	1.44879633
0.120	0	0	1.44879633
0.120	0	0	1.44864633
0.120	0	0	1.44884633
0.120	0	0	1.44869633
0.120	0	0	1.44899633
0.120	0	0	1.44859633
0.120	0	0	1.44869633
0.120	0	0	1.44864633
0.120	0	0	1.44894633
0.123	0	0	1.44879633
0.117	0	0	1.44899633
0.120	0	0	1.44849633
0.120	0	0	1.44904633
0.122	0	0	1.44874633
0.118	0	0	1.44914633
0.122	0	0	1.44859633
0.122	0	0	1.44869633
0.122	0	0	1.44879633
0.118	0	0	1.44889633
0.120	0	0	1.44869633
0.120	0	0	1.44879633
0.120	0	0	1.44879633
0.122	0	0	1.44879633
0.118	0	0	1.44879633
0.120	0	0	1.44864633
0.120	0	0	1.44889633
0.120	0	0	1.44914633
0.122	0	0	1.44849633
0.118	0	0	1.44884633
0.120	0	0	1.44869633
0.120	0	0	1.44899633
0.120	0	0	1.44889633
0.122	0	0	1.44849633
0.118	0	0	1.44899633
0.120	0	0	1.44869633
0.120	0	0	1.44909633
0.120	0	0	1.44869633
0.120	0	0	1.44879633
0.120	0	0	1.44859633
0.120	0	0	1.44899633
0.120	0	0	1.44864633
0.120	0	0	1.44884633
0.126	0	0	1.44889633
0.118	0	0	1.44899633
0.120	0	0	1.44854633
0.120	0	0	1.44899633
0.120	0	0	1.44869633
0.122	0	0	1.44904633
0.118	0	0	1.44869633
0.120	0	0	1.44884633
0.118	0	0	1.44879633
0.122	0	0	1.44899633
0.118	0	0	1.44904633
0.122	0	0	1.44884633
0.118	0	0	1.44894633
0.122	0	0	1.44879633
0.120	0	0	1.44904633
0.122	0	0	1.44884633
0.118	0	0	1.44879633
0.120	0	0	1.44894633
0.120	0	0	1.44909633
0.120	0	0	1.44904633
0.122	0	0	1.44864633
0.118	0	0	1.44914633
0.120	0	0	1.44879633
0.120	0	0	1.44889633
0.120	0	0	1.44869633
0.120	0	0	1.44879633
0.120	0	0	1.44909633
0.120	0	0	1.44869633
0.124	0	0	1.44879633
0.120	0	0	1.44859633
0.122	0	0	1.44904633
0.118	0	0	1.44879633
0.120	0	0	1.44874633
0.120	0	0	1.44859633
0.120	0	0	1.44889633
0.122	0	0	1.44864633
0.118	0	0	1.44889633
0.119	0	0	1.44859633
0.121	0	0	1.44889633
0.120	0	0	1.44854633
0.122	0	0	1.44894633
0.118	0	0	1.44844633
0.120	0	0	1.44909633
0.122	0	0	1.44824633
0.120	0	0	1.44899633
0.120	0	0	1.44839633
0.116	0	0	1.44914633
0.124	0	0	1.44849633
0.118	0	0	1.44904633
0.120	0	0	1.44849633
0.122	0	0	1.44914633
0.118	0	0	1.44839633
0.120	0	0	1.44914633
0.120	0	0	1.44839633
0.124	0	0	1.44874633
0.118	0	0	1.44844633
0.122	0	0	1.44919633
0.120	0	0	1.44894633
0.120	0	0	1.44889633
0.120	0	0	1.44874633
0.118	0	0	1.44884633
0.122	0	0	1.44879633
0.118	0	0	1.44899633
0.122	0	0	1.44854633
0.120	0	0	1.44849633
0.118	0	0	1.44884633
0.122	0	0	1.44879633
0.120	0	0	1.44854633
0.120	0	0	1.44869633
0.120	0	0	1.44869633
0.122	0	0	1.44889633
0.118	0	0	1.44864633
0.120	0	0	1.44859633
0.120	0	0	1.44879633
0.120	0	0	1.44864633
0.122	0	0	1.44864633
0.117	0	0	1.44844633
0.121	0	0	1.44874633
0.120	0	0	1.44849633
0.124	0	0	1.44864633
0.118	0	0	1.44839633
0.122	0	0	1.44839633
0.120	0	0	1.44859633
0.118	0	0	1.44864633
0.120	0	0	1.44864633
0.120	0	0	1.44834633
0.120	0	0	1.44869633
0.120	0	0	1.44869633
0.120	0	0	1.44864633
0.120	0	0	1.44829633
0.120	0	0	1.44879633
0.120	0	0	1.44884633
0.124	0	0	1.44879633
0.116	0	0	1.44849633
0.122	0	0	1.44849633
0.120	0	0	1.44884633
0.120	0	0	1.44869633
0.120	0	0	1.44829633
0.122	0	0	1.44849633
0.120	0	0	1.44864633
0.120	0	0	1.44869633
0.120	0	0	1.44849633
0.117	0	0	1.44849633
0.121	0	0	1.44854633
0.119	0	0	1.44879633
0.123	0	0	1.44854633
0.120	0	0	1.44844633
0.120	0	0	1.44854633
0.120	0	0	1.44874633
0.120	0	0	1.44859633
0.120	0	0	1.44844633
0.120	0	0	1.44839633
0.120	0	0	1.44869633
0.120	0	0	1.44874633
0.120	0	0	1.44839633
0.120	0	0	1.44889633
0.120	0	0	1.44829633
0.120	0	0	1.44919633
0.120	0	0	1.44824633
0.120	0	0	1.44874633
0.120	0	0	1.44854633
0.124	0	0	1.44889633
